PVRPTW,number of vehicles,number of customers,maximum duration of a route,maximum load of a vehicle,number of depots,number of days,,,,,,,,,
56,28.802,-8.582,2,18,168,513,2,2,0,2,.,1,3,,
57,2.716,90.594,5,17,279,557,2,2,0,2,.,1,3,,
58,-31.024,48.938,3,18,63,416,2,2,0,2,.,1,3,,
59,-46.545,42.316,11,2,77,349,2,2,0,2,.,1,3,,
60,27.289,58.179,2,25,278,574,2,2,0,2,.,1,3,,
61,28.815,-28.027,7,21,244,465,2,2,0,2,.,1,3,,
62,-26.099,11.328,20,19,157,463,2,2,0,2,.,1,3,,
63,0.537,-26.221,7,10,84,320,2,2,0,2,.,1,3,,
64,-50.458,7.812,11,2,288,492,2,2,0,2,.,1,3,,
65,30.005,19.092,24,21,289,602,2,2,0,2,.,1,3,,
66,-12.604,22.058,15,20,298,560,2,2,0,2,.,1,3,,
67,22.009,-8.636,5,21,190,474,2,2,0,2,.,1,3,,
68,8.942,2.875,25,2,102,320,2,2,0,2,.,1,3,,
69,-19.812,0.922,12,6,256,532,2,2,0,2,.,1,3,,
70,-4.23,31.25,22,2,252,485,2,2,0,2,.,1,3,,
71,17.975,-0.409,11,12,189,500,2,2,0,2,.,1,3,,
72,-2.35,42.938,16,12,88,314,2,2,0,2,.,1,3,,
73,-16.516,68.085,10,5,84,358,2,2,0,2,.,1,3,,
74,-1.19,42.023,3,5,132,332,2,2,0,2,.,1,3,,
75,56.635,-44.019,10,8,289,605,2,2,0,2,.,1,3,,
76,57.483,35.504,17,15,231,559,2,2,0,2,.,1,3,,
77,-26.099,7.477,2,8,244,457,2,2,0,2,.,1,3,,
78,7.489,-57.239,21,7,130,482,2,2,0,2,.,1,3,,
79,-22.095,55.78,16,14,81,360,2,2,0,2,.,1,3,,
80,19.867,38.824,6,18,213,520,2,2,0,2,.,1,3,,
81,5.31,49.219,12,17,223,415,2,2,0,2,.,1,3,,
82,15.155,6.299,23,5,226,547,2,2,0,2,.,1,3,,
83,5.481,-31.5,23,6,135,429,2,2,0,2,.,1,3,,
84,7.959,-28.662,18,9,186,430,2,2,0,2,.,1,3,,
85,-75.812,4.01,18,24,98,408,2,2,0,2,.,1,3,,
86,-43.671,-61.646,14,13,103,382,2,2,0,2,.,1,3,,
87,-2.576,-62.14,2,5,196,410,2,2,0,2,.,1,3,,
88,-18.842,-36.884,11,4,70,370,2,2,0,2,.,1,3,,
89,20.844,21.167,24,22,159,502,2,2,0,2,.,1,3,,
90,3.137,-19.22,14,24,234,538,2,2,0,2,.,1,3,,
91,-20.361,18.878,3,25,234,510,2,2,0,2,.,1,3,,
92,-0.897,-54.938,21,9,272,478,2,2,0,2,.,1,3,,
93,-29.553,9.277,8,8,265,493,2,2,0,2,.,1,3,,
94,5.048,-35.046,19,8,61,416,2,2,0,2,.,1,3,,
95,27.759,48.712,7,25,263,612,2,2,0,2,.,1,3,,
96,12.079,-42.346,19,7,199,459,2,2,0,2,.,1,3,,
97,-51.27,41.144,23,24,128,365,1,4,0,.,1,.,2,.,3
98,-29.077,4.291,8,16,217,532,1,4,0,.,1,.,2,.,3
99,-18.555,-14.819,18,15,129,460,1,4,0,.,1,.,2,.,3
100,7.855,-49.451,7,7,114,351,1,4,0,.,1,.,2,.,3
101,-19.116,-32.086,1,17,283,615,1,4,0,.,1,.,2,.,3
102,17.651,-52.271,9,9,166,442,1,4,0,.,1,.,2,.,3
103,16.907,-62.964,5,14,230,480,1,4,0,.,1,.,2,.,3
104,18.988,6.219,23,20,79,414,1,4,0,.,1,.,2,.,3
105,-68.878,-64.539,18,6,158,460,1,4,0,.,1,.,2,.,3
106,-13.361,20.264,5,17,128,309,1,4,0,.,1,.,2,.,3
107,-44.44,63.721,17,23,287,541,1,4,0,.,1,.,2,.,3
108,-6.5,71.436,9,14,63,282,1,4,0,.,1,.,2,.,3
109,-51.978,25.409,19,19,185,509,1,4,0,.,1,.,2,.,3
110,-0.739,59.491,20,21,98,338,1,4,0,.,1,.,2,.,3
111,-64.679,83.038,1,6,237,552,1,4,0,.,1,.,2,.,3
112,-11.273,-35.944,18,1,264,553,1,4,0,.,1,.,2,.,3
113,-16.864,7.776,15,22,283,622,1,4,0,.,1,.,2,.,3
114,19.843,-49.805,10,7,267,619,1,4,0,.,1,.,2,.,3
115,-16.284,-2.936,8,14,151,498,1,4,0,.,1,.,2,.,3
116,8.356,67.041,14,7,205,519,1,4,0,.,1,.,2,.,3
117,30.878,24.316,15,25,234,441,1,4,0,.,1,.,2,.,3
118,93.524,-20.233,17,17,226,520,1,4,0,.,1,.,2,.,3
119,-9.332,-56.177,9,10,104,332,1,4,0,.,1,.,2,.,3
120,-34.442,-63.312,13,23,190,484,1,4,0,.,1,.,2,.,3
121,20.941,-5.646,18,22,267,567,1,4,0,.,1,.,2,.,3
122,-3.418,89.594,20,3,287,640,1,4,0,.,1,.,2,.,3
123,-18.738,45.227,8,14,271,503,1,4,0,.,1,.,2,.,3
124,2.435,-30.524,2,14,97,411,1,4,0,.,1,.,2,.,3
125,-28.864,56.616,7,2,172,525,1,4,0,.,1,.,2,.,3
126,76.88,-29.901,6,2,142,362,1,4,0,.,1,.,2,.,3
127,-90.466,10.278,12,21,262,547,1,4,0,.,1,.,2,.,3
128,-35.101,46.545,12,10,63,339,1,4,0,.,1,.,2,.,3
129,-48.395,43.854,25,10,61,245,1,4,0,.,1,.,2,.,3
130,-40.997,26.703,6,5,127,416,1,4,0,.,1,.,2,.,3
131,13.696,34.607,5,9,112,467,1,4,0,.,1,.,2,.,3
132,-71.472,11.45,20,15,170,419,1,4,0,.,1,.,2,.,3
133,-36.23,51.904,2,19,147,457,1,4,0,.,1,.,2,.,3
134,-39.465,4.907,25,7,62,389,1,4,0,.,1,.,2,.,3
135,-16.565,23.773,7,11,282,482,1,4,0,.,1,.,2,.,3
136,10.754,-28.552,6,2,112,451,1,4,0,.,1,.,2,.,3
137,-23.029,47.015,21,25,246,525,1,4,0,.,1,.,2,.,3
138,-8.807,21.216,19,14,218,410,1,4,0,.,1,.,2,.,3
139,-40.039,27.435,22,15,185,440,1,4,0,.,1,.,2,.,3
140,-37.445,-41.04,8,12,263,536,1,4,0,.,1,.,2,.,3
141,48.224,0.085,19,11,209,523,1,4,0,.,1,.,2,.,3
142,-0.323,68.237,6,17,87,341,1,4,0,.,1,.,2,.,3
143,-14.294,-33.423,24,4,288,542,1,4,0,.,1,.,2,.,3
144,-1.44,-34.814,15,24,79,379,1,4,0,.,1,.,2,.,3
145,-34.454,42.346,25,8,88,418,1,4,0,.,1,.,2,.,3
146,8.679,-66.18,6,20,257,527,1,4,0,.,1,.,2,.,3
147,-61.249,-51.367,21,12,97,348,1,4,0,.,1,.,2,.,3
148,-1.093,9.912,4,10,72,264,1,4,0,.,1,.,2,.,3
149,-16.565,66.547,10,12,271,540,1,4,0,.,1,.,2,.,3
150,8.435,52.838,16,9,163,462,1,4,0,.,1,.,2,.,3
151,-22.034,-36.896,12,16,202,482,1,4,0,.,1,.,2,.,3
152,15.765,17.322,13,23,147,434,1,4,0,.,1,.,2,.,3
153,9.003,-18.695,2,15,146,476,1,4,0,.,1,.,2,.,3
154,-4.584,3.491,3,10,136,389,1,4,0,.,1,.,2,.,3
155,8.875,40.662,10,21,201,450,1,4,0,.,1,.,2,.,3
156,26.093,-33.966,18,2,80,334,1,4,0,.,1,.,2,.,3
157,-32.501,39.526,18,16,90,271,1,4,0,.,1,.,2,.,3
158,-32.629,-82.581,11,15,299,526,1,4,0,.,1,.,2,.,3
159,-98.486,22.021,7,11,199,473,1,4,0,.,1,.,2,.,3
160,-59.052,4.163,18,11,192,468,1,4,0,.,1,.,2,.,3
161,7.428,-2.57,15,17,81,305,1,4,0,.,1,.,2,.,3
162,-59.601,12.469,5,3,152,336,1,4,0,.,1,.,2,.,3
163,-11.224,-31.83,20,9,123,475,1,4,0,.,1,.,2,.,3
164,-16.809,-35.04,9,1,86,399,1,4,0,.,1,.,2,.,3
165,21.863,18.14,22,13,187,410,1,4,0,.,1,.,2,.,3
166,45.038,-61.316,13,1,291,529,1,4,0,.,1,.,2,.,3
167,-48.816,25.568,24,2,194,476,1,4,0,.,1,.,2,.,3
168,-32.184,-16.736,4,22,229,562,1,4,0,.,1,.,2,.,3
169,12.439,-41.492,16,10,70,409,1,4,0,.,1,.,2,.,3
170,-21.082,-77.075,16,4,254,554,1,4,0,.,1,.,2,.,3
171,-17.822,-18.518,14,9,180,382,1,4,0,.,1,.,2,.,3
172,48.334,93.518,14,11,139,395,1,4,0,.,1,.,2,.,3
173,-18.677,49.005,25,3,143,403,1,4,0,.,1,.,2,.,3
174,12.14,30.042,23,19,176,489,1,4,0,.,1,.,2,.,3
175,3.113,-40.302,23,19,292,576,1,4,0,.,1,.,2,.,3
176,17.133,37.079,4,4,149,468,1,4,0,.,1,.,2,.,3
177,22.577,0.836,17,19,291,480,1,4,0,.,1,.,2,.,3
178,-30.426,52.942,12,15,258,466,1,4,0,.,1,.,2,.,3
179,33.765,-67.108,11,21,139,455,1,4,0,.,1,.,2,.,3
180,5.414,1.532,24,25,261,515,1,4,0,.,1,.,2,.,3
181,72.156,30.103,22,4,247,530,1,4,0,.,1,.,2,.,3
182,-24.109,-34.625,10,3,201,482,1,4,0,.,1,.,2,.,3
183,17.413,75.146,10,6,280,544,1,4,0,.,1,.,2,.,3
184,10.638,-60.052,10,6,164,491,1,4,0,.,1,.,2,.,3
185,-5.176,-48.999,5,21,176,519,1,4,0,.,1,.,2,.,3
186,-19.342,21.118,13,25,293,496,1,4,0,.,1,.,2,.,3
187,-46.802,-14.661,18,10,158,503,1,4,0,.,1,.,2,.,3
188,-16.779,43.439,25,25,185,475,1,4,0,.,1,.,2,.,3
189,14.093,-13.605,12,19,267,555,1,4,0,.,1,.,2,.,3
190,-21.063,26.019,18,19,70,320,1,4,0,.,1,.,2,.,3
191,39.813,-40.668,9,22,76,355,1,4,0,.,1,.,2,.,3
192,52.057,30.334,23,5,295,494,1,4,0,.,1,.,2,.,3
193,-12.284,9.158,0,0,0,1000,0,0,0,,,,,,
