96,,,,,,,,,,,,,,,,
4,0,13,142,191,130,39,11,211,170,199,262,0,,,,#
4,0,100,10,157,17,18,37,140,0,,,,,,,#
4,0,169,148,150,74,105,89,29,0,,,,,,,#
4,0,124,25,163,247,3,125,31,8,0,,,,,,#
4,0,47,50,229,70,77,184,118,122,51,0,,,,,#
4,0,20,42,7,215,200,285,15,254,36,23,161,0,,,#
4,0,35,28,34,1,242,71,81,101,59,0,,,,,#
4,0,94,154,96,67,53,256,33,14,54,0,,,,,#
4,0,16,56,68,44,38,72,6,21,43,69,0,,,,#
4,0,98,160,265,112,207,4,60,116,279,0,,,,,#
4,0,180,61,186,133,5,45,73,12,271,221,66,0,,,#
4,0,2,155,88,121,102,41,99,63,128,0,,,,,#
4,0,263,48,19,209,171,9,65,123,62,40,86,0,,,#
4,0,246,206,64,30,24,55,26,0,,,,,,,#
4,0,32,92,201,166,22,129,126,0,,,,,,,#
4,0,181,115,158,27,203,152,46,49,0,,,,,,#
5,0,277,192,22,18,37,0,,,,,,,,,#
5,0,109,61,5,120,198,3,137,45,12,159,66,119,0,,#
5,0,106,139,91,196,11,39,224,162,245,15,0,,,,#
5,0,153,114,25,214,31,216,8,0,,,,,,,#
5,0,50,64,55,26,146,288,51,0,,,,,,,#
5,0,47,95,30,24,67,53,36,23,0,,,,,,#
5,0,13,236,57,58,82,195,113,135,80,52,83,0,,,#
5,0,79,44,230,111,132,27,46,131,205,49,0,,,,#
5,0,40,62,280,70,33,197,14,54,0,,,,,,#
5,0,35,28,134,1,141,43,29,69,0,,,,,,#
5,0,34,151,2,72,78,41,63,90,110,38,6,0,,,#
5,0,87,275,20,42,16,68,56,7,59,71,208,21,0,,#
5,0,143,190,188,19,182,60,144,179,0,,,,,,#
5,0,32,117,223,85,4,173,17,0,,,,,,,#
5,0,97,127,227,136,252,183,194,172,76,0,,,,,#
5,0,108,84,48,266,103,138,65,75,9,260,93,10,0,,#
6,0,185,44,88,27,2,258,34,28,49,0,,,,,#
6,0,58,107,57,96,23,94,0,,,,,,,,#
6,0,66,45,41,63,99,102,38,0,,,,,,,#
6,0,13,55,50,64,187,30,24,47,52,62,40,0,,,#
6,0,35,43,42,21,174,282,89,105,250,81,101,0,,,#
6,0,126,129,18,37,140,0,,,,,,,,,#
6,0,202,61,5,167,176,168,124,284,213,264,226,0,,,#
6,0,115,253,133,12,73,128,46,0,,,,,,,#
6,0,286,7,71,59,156,145,29,69,0,,,,,,#
6,0,48,19,238,281,189,65,77,9,10,233,100,0,,,#
6,0,25,228,270,3,125,231,31,8,0,,,,,,#
6,0,164,104,67,53,33,14,54,0,,,,,,,#
6,0,20,248,16,68,56,74,237,121,72,6,1,0,,,#
6,0,244,98,123,175,70,116,60,4,165,0,,,,,#
6,0,32,92,149,22,251,17,193,177,112,118,122,86,0,,#
6,0,142,178,130,39,204,11,15,212,147,36,26,51,0,,#
