MDVRPTW,number of vehicles,number of customers,maximum duration of a route,maximum load of a vehicle,number of depots,
65,11.353,26.221,23,13,93,437
66,-6.995,38.239,23,17,66,338
67,74.084,-34.216,20,5,164,462
68,14.301,-0.8,5,7,68,278
69,-94.141,-48.779,14,1,258,474
70,15.332,-42.169,1,3,219,562
71,-46.637,-16.461,10,10,200,488
72,-0.958,-81,3,5,99,373
73,-37.445,-42.505,4,1,234,444
74,-3.68,-69.073,23,17,265,615
75,34.894,-20.898,21,14,288,491
76,45.544,51.41,3,4,207,407
77,-31.927,88.239,21,10,125,470
78,-13.58,-26.959,25,25,152,410
79,12.653,-48.34,5,11,284,546
80,-46.179,-38.269,11,16,121,465
81,-29.62,35.083,10,25,294,511
82,13.696,43.988,5,20,62,351
83,38.342,-46.338,3,3,72,319
84,-26.227,24.506,13,7,217,475
85,90.009,-43.64,19,2,239,439
86,-6.995,22.522,13,6,271,626
87,-29.993,-28.851,8,14,105,294
88,-56.268,-64.74,13,14,280,514
89,-87.415,90.796,15,2,72,256
90,-5.762,54.034,10,15,249,527
91,-34.845,-27.185,4,22,237,465
92,-16.479,16.18,23,4,153,357
93,23.712,29.492,23,22,298,487
94,-40.991,46.594,14,19,147,407
95,-53.516,-21.619,20,5,195,547
96,-17.56,37.494,3,10,126,461
97,-37.311,56.836,5,4,117,433
98,71.515,22.51,16,7,71,412
99,-41.864,27.71,21,11,274,482
100,14.819,-82.117,4,14,78,329
101,30.316,-55.322,2,2,257,493
102,-39.172,47.998,11,12,71,351
103,-94.415,15.192,15,12,73,319
104,-7.806,11.273,16,24,285,583
105,28.571,-49.908,3,8,262,443
106,-20.654,24.554,21,4,79,308
107,-30.963,-18.903,21,25,87,304
108,1.721,-20.447,25,6,269,627
109,-31.012,-21.106,12,9,62,267
110,-85.718,-28.015,21,23,66,278
111,58.826,-63.043,6,15,141,414
112,-15.753,-52.686,2,7,262,620
113,-71.661,51.184,24,6,76,303
114,-92.633,-6.598,21,5,176,383
115,33.508,-49.255,24,12,206,529
116,59.314,54.095,11,3,234,526
117,30.737,-28.436,12,22,93,424
118,-55.896,18.457,22,18,92,400
119,-89.96,-39.532,19,16,212,397
120,36.438,20.819,8,5,97,422
121,-53.674,-56.427,9,1,268,491
122,-31.866,32.538,10,8,72,291
123,5.658,12.756,5,20,79,419
124,-52.905,42.804,14,17,115,351
125,47.131,-45.465,7,11,182,387
126,30.792,9.869,5,8,259,525
127,-45.209,-56.293,22,15,198,432
128,10.919,13.306,5,16,88,278
129,-32.99,-34.003,1,6,262,492
130,-40.869,30.579,9,24,211,527
131,-69.348,80.408,16,10,197,450
132,-58.966,-29.541,14,4,182,501
133,-36.847,-33.71,21,10,298,582
134,-21.82,65.369,8,17,76,271
135,22.98,-41.01,7,5,83,421
136,-77.557,59.814,24,14,290,482
137,-47.205,67.725,24,16,85,390
138,-21.606,35.168,16,11,61,247
139,-55.676,-31.384,4,25,148,438
140,-85.229,88.788,7,4,84,408
141,-3.918,-63.525,13,12,278,614
142,-58.557,59.375,25,19,104,427
143,-24.542,14.935,10,6,132,459
144,-48.779,16.968,24,23,236,582
145,-40.082,-24.78,0,0,0,1000
146,24.292,-27.704,0,0,0,1000
147,-45.877,41.092,0,0,0,1000
148,-11.896,15.875,0,0,0,1000
