MDVRPTW,number of vehicles,number of customers,maximum duration of a route,maximum load of a vehicle,number of depots,
136,51.569,-45.673,16,18,170,457
137,49.249,-30.896,17,10,248,497
138,-62.195,-21.399,8,25,281,587
139,-5.048,7.306,24,7,277,498
140,1.727,-70.221,10,17,201,386
141,1.361,-3.564,20,20,149,417
142,-15.521,16.425,8,18,207,522
143,-31.604,-60.938,6,21,298,617
144,-46.997,-55.56,5,14,111,317
145,2.301,5.536,23,2,268,488
146,-30.328,-0.58,14,18,92,302
147,-16.821,17.664,23,10,95,402
148,52.655,29.034,13,5,69,374
149,-11.993,-83.771,12,15,265,494
150,41.632,43.048,13,17,208,472
151,8.508,-2.539,20,12,185,469
152,31.512,-8.978,14,14,255,472
153,-3.339,-36.243,6,3,193,467
154,-26.379,13.776,4,7,284,610
155,28.43,10.571,13,21,78,401
156,5.975,27.289,1,7,75,290
157,-32.135,-45.068,9,5,118,403
158,31.097,-7.916,5,24,199,496
159,28.198,-29.755,7,13,222,422
160,-39.612,-33.594,4,18,94,319
161,-19.22,-5.133,12,19,74,300
162,-10.114,69.977,20,22,288,515
163,22.894,-44.348,20,13,196,555
164,-34.741,0.58,14,10,227,408
165,-44.952,-77.734,11,4,95,420
166,-23.749,-56.012,1,17,290,498
167,69.073,-97.125,5,2,122,459
168,12.17,-59.869,1,18,175,530
169,47.339,17.365,14,2,114,325
170,-4.706,14.056,19,18,75,317
171,-52.374,-50.244,16,13,232,461
172,39.215,-29.773,21,24,194,420
173,-42.316,-60.602,9,25,178,360
174,19.135,41.15,1,2,214,481
175,-54.706,-17.596,18,2,60,381
176,11.737,-83.173,7,7,271,477
177,-40.582,-53.247,15,23,280,576
178,-6.421,21.967,21,21,244,592
179,-31.268,-34.613,4,18,113,467
180,-3.668,-26.868,21,21,114,401
181,13.409,-22.302,10,23,278,611
182,-95.892,-86.322,16,16,137,428
183,88.983,-53.387,21,22,279,469
184,-55.048,-32.538,7,11,190,465
185,27.85,-10.028,8,22,147,429
186,40.918,-36.09,6,10,189,521
187,-58.35,15.814,23,15,240,534
188,-52.161,-74.725,18,23,208,404
189,-66.772,-34.943,6,7,79,337
190,-33.374,-62.024,6,1,266,612
191,-8.649,31.708,14,21,219,413
192,-26.166,-56.152,14,11,104,412
193,-39.874,-53.375,22,2,194,414
194,71.643,-36.981,22,24,114,421
195,-96.924,8.411,25,25,137,489
196,-2.911,36.2,13,17,144,339
197,-53.253,14.099,21,10,96,308
198,67.316,-39.734,14,18,223,403
199,-6.525,11.975,18,2,293,521
200,16.425,33.221,18,12,162,342
201,-19.061,-56.921,11,4,209,417
202,25.189,-21.045,10,1,159,488
203,37.854,-5.524,15,1,224,508
204,-16.479,48.657,3,6,91,283
205,2.344,-16.516,2,22,76,386
206,-48.621,-12.39,12,25,91,377
207,-42.621,-50.006,18,21,289,646
208,16.016,11.169,1,18,97,330
209,-80.408,-60.583,3,14,105,294
210,-95.068,44.293,4,21,254,450
211,-6.885,24.884,12,4,223,406
212,-4.803,21.674,15,1,89,371
213,7.037,-45.337,22,18,294,612
214,31.293,-39.905,20,4,265,521
215,14.984,26.172,16,4,185,431
216,33.203,-52.289,11,5,276,630
217,-59.277,39.667,20,15,242,531
218,30.054,-36.823,13,5,204,526
219,9.351,-39.044,9,22,211,484
220,-10.651,54.431,16,21,137,318
221,20.856,-26.465,7,17,204,560
222,19.617,17.865,21,8,105,303
223,-36.981,-92.95,18,4,240,461
224,-3.76,59.875,4,4,115,424
225,11.682,-63.336,15,16,85,338
226,4.468,-36.133,5,5,263,541
227,47.04,-41.254,24,15,229,576
228,29.938,-58.71,21,25,286,574
229,-70.569,-7.037,7,15,201,531
230,56.262,1.819,24,7,183,538
231,46.21,-53.522,22,19,119,466
232,6.366,-14.264,1,11,80,346
233,-34.54,-39.502,6,13,208,533
234,-50.537,28.357,4,24,263,474
235,-61.444,-10.901,14,4,130,415
236,-30.823,17.902,18,13,246,463
237,49.658,24.469,16,6,282,556
238,-69.775,-41.406,1,4,212,395
239,-18.939,57.69,24,12,187,411
240,-22.449,15.771,19,4,107,335
241,-7.599,37.03,19,4,228,549
242,27.435,17.554,11,25,184,458
243,45.526,-5.127,9,25,153,364
244,-33.551,-25.586,3,14,196,415
245,-4.645,53.754,1,25,126,450
246,-41.119,-13.361,10,13,98,406
247,23.01,-45.703,19,13,158,383
248,17.23,5.096,14,11,164,355
249,-6.818,-19.873,14,24,93,426
250,52.966,51.41,24,5,240,493
251,-28.662,-50.94,16,12,291,583
252,69.684,-51.52,6,4,156,413
253,36.884,-17.371,9,5,151,490
254,-19.659,42.035,20,24,273,613
255,72.125,65.405,21,17,146,360
256,-71.368,59.863,8,4,105,409
257,18.317,-37.75,11,1,172,514
258,18.121,0.482,13,19,259,515
259,-1.105,-30.676,24,7,139,493
260,-44.574,-44.055,15,24,78,422
261,-28.058,-59.436,6,10,161,396
262,-7.953,4.639,24,13,96,394
263,-37.366,-28.528,3,24,272,515
264,4.388,-38.489,16,3,239,545
265,-44.592,-35.333,24,14,146,340
266,-56.714,-39.252,19,2,240,578
267,13.452,-32.159,5,24,188,407
268,-20.343,-11.182,11,11,172,514
269,3.436,-52.734,19,5,156,483
270,40.576,-54.492,22,14,114,334
271,31.952,-25.421,23,21,277,626
272,-57.434,38.525,12,14,221,440
273,47.51,-42.035,23,15,296,599
274,-28.143,-41.614,25,3,215,508
275,-2.258,-5.078,3,15,231,454
276,-27.167,-27.936,25,15,279,577
277,-24.048,-47.192,1,21,182,402
278,-77.521,-55.084,16,17,223,547
279,-62.036,-43.439,21,18,90,443
280,-71.936,-20.16,11,15,101,435
281,-66.504,-39.789,6,19,156,340
282,14.587,48.444,14,9,90,443
283,31.366,-29.462,23,10,176,472
284,6.512,-46.124,9,13,199,439
285,9.65,39.508,8,25,183,416
286,16.04,16.681,19,1,244,512
287,7.745,-75.378,17,11,160,355
288,-27.173,-4.462,15,25,173,451
289,-40.198,-12.781,0,0,0,1000
290,-40.488,-35.864,0,0,0,1000
291,-1.193,2.515,0,0,0,1000
292,18.329,-35.468,0,0,0,1000
293,23.746,-0.522,0,0,0,1000
294,-46.396,-39.923,0,0,0,1000
