PVRPTW,number of vehicles,number of customers,maximum duration of a route,maximum load of a vehicle,number of depots,number of days,,,,,,,,,
58,6.104,-64.093,14,8,192,496,4,1,0,1,2,3,,,
59,13.544,-20.874,11,2,158,428,4,1,0,1,2,3,,,
60,54.211,-6.537,15,10,269,575,4,1,0,1,2,3,,,
61,22.046,-34.137,23,25,260,512,2,2,0,2,.,1,3,,
62,-9.723,4.706,5,24,280,544,2,2,0,2,.,1,3,,
63,-11.584,-46.857,16,7,157,425,2,2,0,2,.,1,3,,
64,-2.905,-0.305,13,14,255,578,2,2,0,2,.,1,3,,
65,13.837,-44.452,18,3,260,474,2,2,0,2,.,1,3,,
66,17.48,27.747,14,23,298,485,2,2,0,2,.,1,3,,
67,2.972,-43.689,3,21,99,419,2,2,0,2,.,1,3,,
68,-44.354,-38.202,22,13,273,596,2,2,0,2,.,1,3,,
69,-59.399,1.514,16,15,287,518,2,2,0,2,.,1,3,,
70,-13.452,-75.531,16,14,86,306,2,2,0,2,.,1,3,,
71,-5.518,-51.947,2,7,263,551,2,2,0,2,.,1,3,,
72,-9.589,-26.88,19,20,130,320,2,2,0,2,.,1,3,,
73,19.318,29.498,23,6,180,494,2,2,0,2,.,1,3,,
74,26.245,36.743,6,24,96,305,2,2,0,2,.,1,3,,
75,43.707,-28.033,11,17,276,605,2,2,0,2,.,1,3,,
76,-52.026,-35.339,19,3,261,572,2,2,0,2,.,1,3,,
77,-8.435,-0.116,3,15,130,419,2,2,0,2,.,1,3,,
78,89.111,62.122,14,6,123,473,2,2,0,2,.,1,3,,
79,6.067,-16.132,14,21,240,446,2,2,0,2,.,1,3,,
80,27.094,-5.103,19,25,145,374,2,2,0,2,.,1,3,,
81,27.527,-15.344,3,18,170,447,2,2,0,2,.,1,3,,
82,42.511,32.056,18,1,294,492,2,2,0,2,.,1,3,,
83,25.311,12.689,24,19,271,479,2,2,0,2,.,1,3,,
84,47.778,-12.769,6,17,180,529,2,2,0,2,.,1,3,,
85,-3.143,-13.837,1,20,241,491,2,2,0,2,.,1,3,,
86,12.482,-78.101,3,1,223,576,2,2,0,2,.,1,3,,
87,-21.039,-3.43,15,13,124,369,2,2,0,2,.,1,3,,
88,-3.149,-55.432,18,25,279,464,2,2,0,2,.,1,3,,
89,53.009,84.9,5,16,100,384,2,2,0,2,.,1,3,,
90,35.638,-47.552,23,5,172,520,2,2,0,2,.,1,3,,
91,43.427,-18.439,10,18,117,473,2,2,0,2,.,1,3,,
92,6.598,-54.578,20,17,245,448,2,2,0,2,.,1,3,,
93,87.952,94.012,11,15,288,533,2,2,0,2,.,1,3,,
94,39.105,-48.743,16,13,152,438,2,2,0,2,.,1,3,,
95,-48.34,-26.477,15,15,212,511,2,2,0,2,.,1,3,,
96,72.003,-9.253,19,2,229,430,2,2,0,2,.,1,3,,
97,-37.732,3.351,4,1,60,241,2,2,0,2,.,1,3,,
98,-65.967,-36.749,14,9,66,368,2,2,0,2,.,1,3,,
99,-16.669,-35.284,23,16,156,354,2,2,0,2,.,1,3,,
100,10.742,-4.669,11,6,77,281,2,2,0,2,.,1,3,,
101,15.594,-5.817,21,18,207,531,2,2,0,2,.,1,3,,
102,21.606,-18.109,14,24,182,540,2,2,0,2,.,1,3,,
103,9.784,49.28,16,24,190,455,2,2,0,2,.,1,3,,
104,94.147,-4.492,25,9,216,466,2,2,0,2,.,1,3,,
105,10.382,-16.302,17,19,213,566,2,2,0,2,.,1,3,,
106,-1.453,-0.861,16,12,262,464,2,2,0,2,.,1,3,,
107,-6.219,25.305,13,22,164,486,2,2,0,2,.,1,3,,
108,-6.25,10.217,23,13,223,550,2,2,0,2,.,1,3,,
109,-17.444,-70.795,10,20,292,547,2,2,0,2,.,1,3,,
110,-55.09,-43.854,2,25,216,408,2,2,0,2,.,1,3,,
111,-9.442,23.724,15,1,186,388,2,2,0,2,.,1,3,,
112,8.978,35.406,14,24,121,421,2,2,0,2,.,1,3,,
113,-16.754,-0.812,22,10,166,427,2,2,0,2,.,1,3,,
114,66.852,-37.842,15,22,125,438,2,2,0,2,.,1,3,,
115,14.716,-23.724,16,14,161,461,2,2,0,2,.,1,3,,
116,33.472,20.026,12,12,96,441,2,2,0,2,.,1,3,,
117,66.394,-70.111,14,23,85,308,2,2,0,2,.,1,3,,
118,-5.664,8.881,15,14,121,360,2,2,0,2,.,1,3,,
119,-5.103,-46.729,11,23,137,449,2,2,0,2,.,1,3,,
120,-8.826,55.743,11,25,290,576,2,2,0,2,.,1,3,,
121,5.847,-3.186,4,5,259,481,1,4,0,.,1,.,2,.,3
122,-25.726,-37.695,23,7,108,387,1,4,0,.,1,.,2,.,3
123,-15.363,-24.548,13,25,264,546,1,4,0,.,1,.,2,.,3
124,43.793,-11.102,22,11,217,566,1,4,0,.,1,.,2,.,3
125,17.664,-25.604,17,18,143,407,1,4,0,.,1,.,2,.,3
126,-39.624,54.883,2,18,60,377,1,4,0,.,1,.,2,.,3
127,-24.554,-43.225,5,1,121,314,1,4,0,.,1,.,2,.,3
128,-26.892,-12.738,14,7,183,453,1,4,0,.,1,.,2,.,3
129,34.155,-38.458,1,22,211,515,1,4,0,.,1,.,2,.,3
130,-47.314,-29.468,13,7,165,521,1,4,0,.,1,.,2,.,3
131,49.365,-25.592,8,3,295,548,1,4,0,.,1,.,2,.,3
132,3.705,-16.449,24,18,151,336,1,4,0,.,1,.,2,.,3
133,22.43,-23.273,12,8,215,465,1,4,0,.,1,.,2,.,3
134,-37.549,-29.608,23,6,100,409,1,4,0,.,1,.,2,.,3
135,25.549,3.674,1,7,206,464,1,4,0,.,1,.,2,.,3
136,-15.216,3.284,2,20,149,385,1,4,0,.,1,.,2,.,3
137,-12.939,-7.495,8,10,179,485,1,4,0,.,1,.,2,.,3
138,-22.107,26.434,18,2,76,393,1,4,0,.,1,.,2,.,3
139,-17.944,7.733,14,3,109,303,1,4,0,.,1,.,2,.,3
140,-21.234,14.49,23,10,273,605,1,4,0,.,1,.,2,.,3
141,3.503,-19.708,14,5,283,498,1,4,0,.,1,.,2,.,3
142,32.599,-14.935,4,25,298,617,1,4,0,.,1,.,2,.,3
143,-5.737,-28.296,24,23,298,572,1,4,0,.,1,.,2,.,3
144,-6.128,-39.624,9,21,73,324,1,4,0,.,1,.,2,.,3
145,-2.46,12.817,15,13,118,391,1,4,0,.,1,.,2,.,3
146,-6.47,8.466,10,1,263,586,1,4,0,.,1,.,2,.,3
147,-37.891,-36.115,3,11,168,404,1,4,0,.,1,.,2,.,3
148,10.852,-18.75,12,6,180,438,1,4,0,.,1,.,2,.,3
149,50.104,8.636,6,9,181,525,1,4,0,.,1,.,2,.,3
150,46.844,4.712,1,17,80,371,1,4,0,.,1,.,2,.,3
151,19.598,-10.406,24,13,237,474,1,4,0,.,1,.,2,.,3
152,-38.947,52.942,3,23,187,447,1,4,0,.,1,.,2,.,3
153,-0.641,-21.289,4,19,118,412,1,4,0,.,1,.,2,.,3
154,40.906,-33.765,7,11,194,378,1,4,0,.,1,.,2,.,3
155,-0.574,-62.299,21,12,189,470,1,4,0,.,1,.,2,.,3
156,-9.778,26.794,1,18,220,419,1,4,0,.,1,.,2,.,3
157,34.265,-23.895,24,25,158,380,1,4,0,.,1,.,2,.,3
158,29.572,-24.561,5,13,242,587,1,4,0,.,1,.,2,.,3
159,16.376,-58.887,23,24,120,471,1,4,0,.,1,.,2,.,3
160,61.877,-15.167,5,5,197,441,1,4,0,.,1,.,2,.,3
161,40.088,-9.625,17,14,251,554,1,4,0,.,1,.,2,.,3
162,0.122,-4.645,24,18,158,394,1,4,0,.,1,.,2,.,3
163,-8.929,-43.903,23,25,194,529,1,4,0,.,1,.,2,.,3
164,-7.135,-57.434,3,11,142,379,1,4,0,.,1,.,2,.,3
165,7.55,-21.21,5,18,250,507,1,4,0,.,1,.,2,.,3
166,3.949,7.3,22,23,166,383,1,4,0,.,1,.,2,.,3
167,-15.118,92.023,9,22,155,442,1,4,0,.,1,.,2,.,3
168,84.821,-24.518,23,20,98,297,1,4,0,.,1,.,2,.,3
169,-52.325,30.682,15,11,183,414,1,4,0,.,1,.,2,.,3
170,7.538,13.818,15,11,151,389,1,4,0,.,1,.,2,.,3
171,-21.484,30.359,11,19,120,431,1,4,0,.,1,.,2,.,3
172,36.047,29.883,20,13,147,421,1,4,0,.,1,.,2,.,3
173,12.781,-40.942,10,24,134,350,1,4,0,.,1,.,2,.,3
174,-17.291,-10.254,24,6,68,381,1,4,0,.,1,.,2,.,3
175,-10.541,12.402,10,5,271,508,1,4,0,.,1,.,2,.,3
176,-15.845,-59.46,6,24,261,550,1,4,0,.,1,.,2,.,3
177,29.266,-2.222,22,7,220,567,1,4,0,.,1,.,2,.,3
178,-12.598,-58.929,25,13,211,460,1,4,0,.,1,.,2,.,3
179,-17.303,-35.297,11,25,150,330,1,4,0,.,1,.,2,.,3
180,57.05,-50.354,6,15,258,452,1,4,0,.,1,.,2,.,3
181,26.941,17.444,9,15,172,450,1,4,0,.,1,.,2,.,3
182,-6.195,-8.881,6,16,127,377,1,4,0,.,1,.,2,.,3
183,16.98,-16.321,12,5,207,560,1,4,0,.,1,.,2,.,3
184,83.71,-32.52,4,15,81,372,1,4,0,.,1,.,2,.,3
185,12.451,34.589,24,24,204,538,1,4,0,.,1,.,2,.,3
186,15.057,67.004,18,15,261,506,1,4,0,.,1,.,2,.,3
187,25.818,-5.835,3,9,80,396,1,4,0,.,1,.,2,.,3
188,13.666,-14.832,18,19,168,365,1,4,0,.,1,.,2,.,3
189,48.322,-5.164,17,15,63,363,1,4,0,.,1,.,2,.,3
190,13.489,19.739,23,2,95,364,1,4,0,.,1,.,2,.,3
191,-18.512,65.405,10,3,80,266,1,4,0,.,1,.,2,.,3
192,17.554,38.379,22,18,232,518,1,4,0,.,1,.,2,.,3
193,37.775,-16.003,5,20,76,425,1,4,0,.,1,.,2,.,3
194,47.968,-30.31,16,14,207,487,1,4,0,.,1,.,2,.,3
195,38.806,36.243,10,10,133,339,1,4,0,.,1,.,2,.,3
196,-16.089,-42.841,10,6,293,534,1,4,0,.,1,.,2,.,3
197,28.656,-1.99,9,17,136,464,1,4,0,.,1,.,2,.,3
198,-5.859,-1.862,5,20,110,429,1,4,0,.,1,.,2,.,3
199,60.516,63.416,9,3,241,523,1,4,0,.,1,.,2,.,3
200,63.196,-47.766,12,14,115,393,1,4,0,.,1,.,2,.,3
201,-15.308,-23.285,16,12,212,489,1,4,0,.,1,.,2,.,3
202,-2.875,0.787,8,2,260,541,1,4,0,.,1,.,2,.,3
203,32.056,-10.175,1,11,87,319,1,4,0,.,1,.,2,.,3
204,-18.634,-25.665,1,16,179,371,1,4,0,.,1,.,2,.,3
205,-3.632,25.433,18,18,236,451,1,4,0,.,1,.,2,.,3
206,10.48,22.888,22,14,63,272,1,4,0,.,1,.,2,.,3
207,1.819,-3.009,20,6,158,517,1,4,0,.,1,.,2,.,3
208,-25.275,-12.183,4,12,104,457,1,4,0,.,1,.,2,.,3
209,56.927,-75.507,15,21,71,321,1,4,0,.,1,.,2,.,3
210,13.885,-36.23,7,1,72,275,1,4,0,.,1,.,2,.,3
211,32.52,-29.523,25,18,85,294,1,4,0,.,1,.,2,.,3
212,4.803,-7.288,3,17,274,623,1,4,0,.,1,.,2,.,3
213,11.365,-8.344,22,15,297,619,1,4,0,.,1,.,2,.,3
214,17.126,-24.646,5,4,169,475,1,4,0,.,1,.,2,.,3
215,-33.661,-41.241,1,18,191,377,1,4,0,.,1,.,2,.,3
216,-32.391,-50.885,9,22,202,498,1,4,0,.,1,.,2,.,3
217,23.041,-14.496,16,16,203,469,1,4,0,.,1,.,2,.,3
218,-21.857,-39.502,23,14,264,455,1,4,0,.,1,.,2,.,3
219,32.013,77.332,5,25,245,505,1,4,0,.,1,.,2,.,3
220,13.831,-76.19,5,15,97,434,1,4,0,.,1,.,2,.,3
221,-8.051,-21.179,6,6,189,421,1,4,0,.,1,.,2,.,3
222,25.391,46.613,16,7,97,354,1,4,0,.,1,.,2,.,3
223,49.536,-54.639,25,21,238,518,1,4,0,.,1,.,2,.,3
224,63.416,-8.636,1,3,128,416,1,4,0,.,1,.,2,.,3
225,2.301,-5.536,25,15,182,526,1,4,0,.,1,.,2,.,3
226,52.423,29.895,17,24,115,310,1,4,0,.,1,.,2,.,3
227,9.296,-16.254,11,2,270,524,1,4,0,.,1,.,2,.,3
228,34.845,-96.185,24,17,250,598,1,4,0,.,1,.,2,.,3
229,-21.063,-41.498,10,2,292,642,1,4,0,.,1,.,2,.,3
230,28.448,10.242,12,25,259,479,1,4,0,.,1,.,2,.,3
231,16.254,-22.583,17,15,69,331,1,4,0,.,1,.,2,.,3
232,-36.639,-34.033,18,3,128,472,1,4,0,.,1,.,2,.,3
233,-27.356,-50.177,5,1,133,456,1,4,0,.,1,.,2,.,3
234,-53.705,11.334,16,1,294,603,1,4,0,.,1,.,2,.,3
235,26.276,-5.994,9,20,259,584,1,4,0,.,1,.,2,.,3
236,-31.519,34.589,6,19,104,319,1,4,0,.,1,.,2,.,3
237,-14.612,-31.506,1,2,141,401,1,4,0,.,1,.,2,.,3
238,-4.242,-30.865,4,9,221,529,1,4,0,.,1,.,2,.,3
239,-18.524,-29.486,20,4,134,411,1,4,0,.,1,.,2,.,3
240,-17.133,-19.397,19,16,102,392,1,4,0,.,1,.,2,.,3
241,8.681,-10.439,0,0,0,1000,0,0,0,,,,,,
